0.1,0
0.2,0
0.3,0
0.4,0.01
0.5,0.02
0.6,0.025
0.7,0.03
0.8,0.05
0.9,0.09
1.0,0.18
1.1,0.19
1.2,0.2
1.3,0.21
1.4,0.23
1.5,0.3
1.6,0.4
1.7,0.6
1.8,0.8
1.9,1.3
2.0,1.4
2.1,1.3
2.2,1.2
2.3,0.8
2.4,0.5
2.5,0.18
2.6,0.12
2.7,0.08
2.8,0.05
2.9,0.02
3.0,0
